snapshot_id,snapshot_timestamp_utc,station_id,station_sequence,upstream_station,downstream_station,takt_time,standard_cycle_time,station_capacity,configuration_status
MS005823,2026-08-26 12:05:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS005824,2026-08-26 12:05:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS005825,2026-08-26 12:05:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS005826,2026-08-26 12:05:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS005827,2026-08-26 12:05:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS005828,2026-08-26 12:05:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS005829,2026-08-26 12:05:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS005830,2026-08-26 12:05:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS005831,2026-08-26 12:05:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS005832,2026-08-26 12:05:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS005833,2026-08-26 12:06:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS005834,2026-08-26 12:06:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS005835,2026-08-26 12:06:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS005836,2026-08-26 12:06:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS005837,2026-08-26 12:06:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS005838,2026-08-26 12:06:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS005839,2026-08-26 12:06:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS005840,2026-08-26 12:06:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS005841,2026-08-26 12:06:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS005842,2026-08-26 12:06:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS005843,2026-08-26 12:06:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS005844,2026-08-26 12:06:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS005845,2026-08-26 12:07:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS005846,2026-08-26 12:07:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS005847,2026-08-26 12:07:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS005848,2026-08-26 12:07:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS005849,2026-08-26 12:07:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS005850,2026-08-26 12:07:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS005851,2026-08-26 12:07:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS005852,2026-08-26 12:07:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS005853,2026-08-26 12:07:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS005854,2026-08-26 12:07:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS005855,2026-08-26 12:07:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS005856,2026-08-26 12:07:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS005857,2026-08-26 12:08:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS005858,2026-08-26 12:08:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS005859,2026-08-26 12:08:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS005860,2026-08-26 12:08:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS005861,2026-08-26 12:08:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS005862,2026-08-26 12:08:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS005863,2026-08-26 12:08:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS005864,2026-08-26 12:08:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS005865,2026-08-26 12:08:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS005866,2026-08-26 12:08:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS005867,2026-08-26 12:08:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS005868,2026-08-26 12:08:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS005869,2026-08-26 12:09:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS005870,2026-08-26 12:09:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS005871,2026-08-26 12:09:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS005872,2026-08-26 12:09:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS005873,2026-08-26 12:09:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS005874,2026-08-26 12:09:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS005875,2026-08-26 12:09:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS005876,2026-08-26 12:09:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS005877,2026-08-26 12:09:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS005878,2026-08-26 12:09:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS005879,2026-08-26 12:09:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS005880,2026-08-26 12:09:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS005881,2026-08-26 12:10:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS005882,2026-08-26 12:10:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS005883,2026-08-26 12:10:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS005884,2026-08-26 12:10:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS005885,2026-08-26 12:10:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS005886,2026-08-26 12:10:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS005887,2026-08-26 12:10:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS005888,2026-08-26 12:10:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS005889,2026-08-26 12:10:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS005890,2026-08-26 12:10:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS005891,2026-08-26 12:10:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS005892,2026-08-26 12:10:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS005893,2026-08-26 12:11:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS005894,2026-08-26 12:11:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS005895,2026-08-26 12:11:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS005896,2026-08-26 12:11:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS005897,2026-08-26 12:11:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS005898,2026-08-26 12:11:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS005899,2026-08-26 12:11:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS005900,2026-08-26 12:11:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS005901,2026-08-26 12:11:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS005902,2026-08-26 12:11:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS005903,2026-08-26 12:11:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS005904,2026-08-26 12:11:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS005905,2026-08-26 12:12:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS005906,2026-08-26 12:12:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS005907,2026-08-26 12:12:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS005908,2026-08-26 12:12:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS005909,2026-08-26 12:12:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS005910,2026-08-26 12:12:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS005911,2026-08-26 12:12:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS005912,2026-08-26 12:12:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS005913,2026-08-26 12:12:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS005914,2026-08-26 12:12:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS005915,2026-08-26 12:12:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS005916,2026-08-26 12:12:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS005917,2026-08-26 12:13:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS005918,2026-08-26 12:13:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS005919,2026-08-26 12:13:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS005920,2026-08-26 12:13:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS005921,2026-08-26 12:13:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS005922,2026-08-26 12:13:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS005923,2026-08-26 12:13:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS005924,2026-08-26 12:13:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS005925,2026-08-26 12:13:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS005926,2026-08-26 12:13:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS005927,2026-08-26 12:13:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS005928,2026-08-26 12:13:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS005929,2026-08-26 12:14:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS005930,2026-08-26 12:14:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS005931,2026-08-26 12:14:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS005932,2026-08-26 12:14:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS005933,2026-08-26 12:14:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS005934,2026-08-26 12:14:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS005935,2026-08-26 12:14:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS005936,2026-08-26 12:14:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS005937,2026-08-26 12:14:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS005938,2026-08-26 12:14:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS005939,2026-08-26 12:14:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS005940,2026-08-26 12:14:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS005941,2026-08-26 12:15:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS005942,2026-08-26 12:15:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS005943,2026-08-26 12:15:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS005944,2026-08-26 12:15:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS005945,2026-08-26 12:15:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS005946,2026-08-26 12:15:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS005947,2026-08-26 12:15:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS005948,2026-08-26 12:15:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS005949,2026-08-26 12:15:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS005950,2026-08-26 12:15:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS005951,2026-08-26 12:15:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS005952,2026-08-26 12:15:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS005953,2026-08-26 12:16:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS005954,2026-08-26 12:16:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS005955,2026-08-26 12:16:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS005956,2026-08-26 12:16:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS005957,2026-08-26 12:16:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS005958,2026-08-26 12:16:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS005959,2026-08-26 12:16:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS005960,2026-08-26 12:16:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS005961,2026-08-26 12:16:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS005962,2026-08-26 12:16:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS005963,2026-08-26 12:16:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS005964,2026-08-26 12:16:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS005965,2026-08-26 12:17:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS005966,2026-08-26 12:17:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS005967,2026-08-26 12:17:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS005968,2026-08-26 12:17:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS005969,2026-08-26 12:17:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS005970,2026-08-26 12:17:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS005971,2026-08-26 12:17:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS005972,2026-08-26 12:17:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS005973,2026-08-26 12:17:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS005974,2026-08-26 12:17:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS005975,2026-08-26 12:17:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS005976,2026-08-26 12:17:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS005977,2026-08-26 12:18:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS005978,2026-08-26 12:18:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS005979,2026-08-26 12:18:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS005980,2026-08-26 12:18:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS005981,2026-08-26 12:18:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS005982,2026-08-26 12:18:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS005983,2026-08-26 12:18:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS005984,2026-08-26 12:18:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS005985,2026-08-26 12:18:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS005986,2026-08-26 12:18:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS005987,2026-08-26 12:18:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS005988,2026-08-26 12:18:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS005989,2026-08-26 12:19:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS005990,2026-08-26 12:19:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS005991,2026-08-26 12:19:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS005992,2026-08-26 12:19:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS005993,2026-08-26 12:19:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS005994,2026-08-26 12:19:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS005995,2026-08-26 12:19:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS005996,2026-08-26 12:19:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS005997,2026-08-26 12:19:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS005998,2026-08-26 12:19:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS005999,2026-08-26 12:19:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS006000,2026-08-26 12:19:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS006001,2026-08-26 12:20:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS006002,2026-08-26 12:20:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS006003,2026-08-26 12:20:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS006004,2026-08-26 12:20:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS006005,2026-08-26 12:20:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS006006,2026-08-26 12:20:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS006007,2026-08-26 12:20:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS006008,2026-08-26 12:20:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS006009,2026-08-26 12:20:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS006010,2026-08-26 12:20:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS006011,2026-08-26 12:20:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS006012,2026-08-26 12:20:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS006013,2026-08-26 12:21:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS006014,2026-08-26 12:21:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS006015,2026-08-26 12:21:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS006016,2026-08-26 12:21:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS006017,2026-08-26 12:21:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS006018,2026-08-26 12:21:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS006019,2026-08-26 12:21:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS006020,2026-08-26 12:21:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS006021,2026-08-26 12:21:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS006022,2026-08-26 12:21:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS006023,2026-08-26 12:21:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS006024,2026-08-26 12:21:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS006025,2026-08-26 12:22:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS006026,2026-08-26 12:22:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS006027,2026-08-26 12:22:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS006028,2026-08-26 12:22:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS006029,2026-08-26 12:22:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS006030,2026-08-26 12:22:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS006031,2026-08-26 12:22:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS006032,2026-08-26 12:22:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS006033,2026-08-26 12:22:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS006034,2026-08-26 12:22:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS006035,2026-08-26 12:22:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS006036,2026-08-26 12:22:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS006037,2026-08-26 12:23:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS006038,2026-08-26 12:23:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS006039,2026-08-26 12:23:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS006040,2026-08-26 12:23:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS006041,2026-08-26 12:23:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS006042,2026-08-26 12:23:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS006043,2026-08-26 12:23:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS006044,2026-08-26 12:23:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS006045,2026-08-26 12:23:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS006046,2026-08-26 12:23:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS006047,2026-08-26 12:23:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS006048,2026-08-26 12:23:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS006049,2026-08-26 12:24:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS006050,2026-08-26 12:24:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS006051,2026-08-26 12:24:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS006052,2026-08-26 12:24:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS006053,2026-08-26 12:24:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS006054,2026-08-26 12:24:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS006055,2026-08-26 12:24:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS006056,2026-08-26 12:24:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS006057,2026-08-26 12:24:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS006058,2026-08-26 12:24:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS006059,2026-08-26 12:24:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS006060,2026-08-26 12:24:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS006061,2026-08-26 12:25:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS006062,2026-08-26 12:25:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS006063,2026-08-26 12:25:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS006064,2026-08-26 12:25:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS006065,2026-08-26 12:25:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS006066,2026-08-26 12:25:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS006067,2026-08-26 12:25:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS006068,2026-08-26 12:25:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS006069,2026-08-26 12:25:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS006070,2026-08-26 12:25:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS006071,2026-08-26 12:25:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS006072,2026-08-26 12:25:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS006073,2026-08-26 12:26:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS006074,2026-08-26 12:26:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS006075,2026-08-26 12:26:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS006076,2026-08-26 12:26:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS006077,2026-08-26 12:26:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS006078,2026-08-26 12:26:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS006079,2026-08-26 12:26:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS006080,2026-08-26 12:26:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS006081,2026-08-26 12:26:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS006082,2026-08-26 12:26:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS006083,2026-08-26 12:26:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS006084,2026-08-26 12:26:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS006085,2026-08-26 12:27:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS006086,2026-08-26 12:27:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS006087,2026-08-26 12:27:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS006088,2026-08-26 12:27:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS006089,2026-08-26 12:27:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS006090,2026-08-26 12:27:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
MS006091,2026-08-26 12:27:30+00:00,S07,7,S06,S08,60.0,58.04,1,ACTIVE
MS006092,2026-08-26 12:27:35+00:00,S08,8,S07,S09,60.0,58.14,1,ACTIVE
MS006093,2026-08-26 12:27:40+00:00,S09,9,S08,S10,60.0,55.51,1,ACTIVE
MS006094,2026-08-26 12:27:45+00:00,S10,10,S09,S11,60.0,56.8,1,ACTIVE
MS006095,2026-08-26 12:27:50+00:00,S11,11,S10,S12,60.0,56.48,1,ACTIVE
MS006096,2026-08-26 12:27:55+00:00,S12,12,S11,,60.0,58.71,1,ACTIVE
MS006097,2026-08-26 12:28:00+00:00,S01,1,,S02,60.0,58.1,1,ACTIVE
MS006098,2026-08-26 12:28:05+00:00,S02,2,S01,S03,60.0,56.76,1,ACTIVE
MS006099,2026-08-26 12:28:10+00:00,S03,3,S02,S04,60.0,58.43,1,ACTIVE
MS006100,2026-08-26 12:28:15+00:00,S04,4,S03,S05,60.0,57.79,1,ACTIVE
MS006101,2026-08-26 12:28:20+00:00,S05,5,S04,S06,60.0,55.38,1,ACTIVE
MS006102,2026-08-26 12:28:25+00:00,S06,6,S05,S07,60.0,58.9,1,ACTIVE
